timestamp,timestamp_iso,engine_label,post_process,event_type,count,avg_cer_raw,avg_cer_final,avg_improvement,source_json
20260429_101419,2026-04-29T10:14:19,sensevoice,car_norm+dict,daily,29,0.6808,0.6707,0.0101,batch_eval_20260429_101419_sensevoice_car_norm+dict.json
20260429_101419,2026-04-29T10:14:19,sensevoice,car_norm+dict,door,4,0.6091,0.6006,0.0085,batch_eval_20260429_101419_sensevoice_car_norm+dict.json
20260429_101419,2026-04-29T10:14:19,sensevoice,car_norm+dict,emergency,1,0.5959,0.5959,0.0,batch_eval_20260429_101419_sensevoice_car_norm+dict.json
20260429_101419,2026-04-29T10:14:19,sensevoice,car_norm+dict,track,6,0.6028,0.5851,0.0177,batch_eval_20260429_101419_sensevoice_car_norm+dict.json
20260429_101419,2026-04-29T10:14:19,sensevoice,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260429_101419_sensevoice_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,chirp3,car_norm+dict,control,22,0.7871,0.7836,0.0035,batch_eval_20260429_102827_chirp3_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,chirp3,car_norm+dict,daily,29,0.823,0.8175,0.0055,batch_eval_20260429_102827_chirp3_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,chirp3,car_norm+dict,door,4,1.5,1.5,0.0,batch_eval_20260429_102827_chirp3_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,chirp3,car_norm+dict,emergency,1,0.4247,0.4247,0.0,batch_eval_20260429_102827_chirp3_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,chirp3,car_norm+dict,track,6,0.6021,0.5944,0.0077,batch_eval_20260429_102827_chirp3_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,chirp3,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260429_102827_chirp3_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,gemini25pro,car_norm+dict,control,19,0.3808,0.3547,0.026,batch_eval_20260429_102827_gemini25pro_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,gemini25pro,car_norm+dict,daily,26,0.5964,0.595,0.0014,batch_eval_20260429_102827_gemini25pro_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,gemini25pro,car_norm+dict,door,4,0.3528,0.3528,0.0,batch_eval_20260429_102827_gemini25pro_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,gemini25pro,car_norm+dict,emergency,1,0.3836,0.3836,0.0,batch_eval_20260429_102827_gemini25pro_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,gemini25pro,car_norm+dict,track,4,0.4131,0.4093,0.0038,batch_eval_20260429_102827_gemini25pro_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,gemini25pro,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260429_102827_gemini25pro_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,sensevoice,car_norm+dict,control,22,0.6402,0.635,0.0052,batch_eval_20260429_102827_sensevoice_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,sensevoice,car_norm+dict,daily,29,0.6808,0.6707,0.0101,batch_eval_20260429_102827_sensevoice_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,sensevoice,car_norm+dict,door,4,0.6091,0.6006,0.0085,batch_eval_20260429_102827_sensevoice_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,sensevoice,car_norm+dict,emergency,1,0.5959,0.5959,0.0,batch_eval_20260429_102827_sensevoice_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,sensevoice,car_norm+dict,track,6,0.6028,0.5851,0.0177,batch_eval_20260429_102827_sensevoice_car_norm+dict.json
20260429_102827,2026-04-29T10:28:27,sensevoice,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260429_102827_sensevoice_car_norm+dict.json
20260429_102828,2026-04-29T10:28:28,scribe,car_norm+dict,control,22,0.5823,0.5568,0.0255,batch_eval_20260429_102828_scribe_car_norm+dict.json
20260429_102828,2026-04-29T10:28:28,scribe,car_norm+dict,daily,29,0.7321,0.7062,0.0259,batch_eval_20260429_102828_scribe_car_norm+dict.json
20260429_102828,2026-04-29T10:28:28,scribe,car_norm+dict,door,4,0.5763,0.516,0.0603,batch_eval_20260429_102828_scribe_car_norm+dict.json
20260429_102828,2026-04-29T10:28:28,scribe,car_norm+dict,emergency,1,0.5,0.4932,0.0068,batch_eval_20260429_102828_scribe_car_norm+dict.json
20260429_102828,2026-04-29T10:28:28,scribe,car_norm+dict,track,6,0.6379,0.6165,0.0215,batch_eval_20260429_102828_scribe_car_norm+dict.json
20260429_102828,2026-04-29T10:28:28,scribe,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260429_102828_scribe_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,chirp3,car_norm+dict,control,22,0.7584,0.7566,0.0018,batch_eval_20260429_114656_chirp3_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,chirp3,car_norm+dict,daily,29,0.834,0.8265,0.0075,batch_eval_20260429_114656_chirp3_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,chirp3,car_norm+dict,door,4,0.8571,0.8571,0.0,batch_eval_20260429_114656_chirp3_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,chirp3,car_norm+dict,emergency,1,0.4726,0.4452,0.0274,batch_eval_20260429_114656_chirp3_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,chirp3,car_norm+dict,track,6,1.3644,1.3586,0.0058,batch_eval_20260429_114656_chirp3_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,chirp3,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260429_114656_chirp3_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,chirp3,raw,control,22,0.7584,0.7577,0.0008,batch_eval_20260429_114656_chirp3_raw.json
20260429_114656,2026-04-29T11:46:56,chirp3,raw,daily,29,0.834,0.83,0.004,batch_eval_20260429_114656_chirp3_raw.json
20260429_114656,2026-04-29T11:46:56,chirp3,raw,door,4,0.8571,0.8571,0.0,batch_eval_20260429_114656_chirp3_raw.json
20260429_114656,2026-04-29T11:46:56,chirp3,raw,emergency,1,0.4726,0.4452,0.0274,batch_eval_20260429_114656_chirp3_raw.json
20260429_114656,2026-04-29T11:46:56,chirp3,raw,track,6,1.3644,1.3586,0.0058,batch_eval_20260429_114656_chirp3_raw.json
20260429_114656,2026-04-29T11:46:56,chirp3,raw,train,1,0.95,0.95,0.0,batch_eval_20260429_114656_chirp3_raw.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,car_norm+dict,control,18,0.3972,0.3767,0.0205,batch_eval_20260429_114656_gemini25pro_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,car_norm+dict,daily,27,0.5609,0.5577,0.0032,batch_eval_20260429_114656_gemini25pro_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,car_norm+dict,door,4,0.3862,0.3862,0.0,batch_eval_20260429_114656_gemini25pro_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,car_norm+dict,emergency,1,0.3699,0.3699,0.0,batch_eval_20260429_114656_gemini25pro_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,car_norm+dict,track,4,0.4462,0.4402,0.006,batch_eval_20260429_114656_gemini25pro_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,car_norm+dict,train,1,0.9,0.9,0.0,batch_eval_20260429_114656_gemini25pro_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,raw,control,18,0.3972,0.3834,0.0138,batch_eval_20260429_114656_gemini25pro_raw.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,raw,daily,27,0.5609,0.5601,0.0008,batch_eval_20260429_114656_gemini25pro_raw.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,raw,door,4,0.3862,0.3862,0.0,batch_eval_20260429_114656_gemini25pro_raw.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,raw,emergency,1,0.3699,0.3699,0.0,batch_eval_20260429_114656_gemini25pro_raw.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,raw,track,4,0.4462,0.4402,0.006,batch_eval_20260429_114656_gemini25pro_raw.json
20260429_114656,2026-04-29T11:46:56,gemini25pro,raw,train,1,0.9,0.9,0.0,batch_eval_20260429_114656_gemini25pro_raw.json
20260429_114656,2026-04-29T11:46:56,scribe,car_norm+dict,control,22,0.6127,0.5856,0.0271,batch_eval_20260429_114656_scribe_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,scribe,car_norm+dict,daily,29,0.7365,0.7105,0.0259,batch_eval_20260429_114656_scribe_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,scribe,car_norm+dict,door,4,0.5916,0.5527,0.0389,batch_eval_20260429_114656_scribe_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,scribe,car_norm+dict,emergency,1,0.6027,0.589,0.0137,batch_eval_20260429_114656_scribe_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,scribe,car_norm+dict,track,6,0.6521,0.6387,0.0134,batch_eval_20260429_114656_scribe_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,scribe,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260429_114656_scribe_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,scribe,raw,control,22,0.6127,0.6025,0.0102,batch_eval_20260429_114656_scribe_raw.json
20260429_114656,2026-04-29T11:46:56,scribe,raw,daily,29,0.7365,0.7272,0.0092,batch_eval_20260429_114656_scribe_raw.json
20260429_114656,2026-04-29T11:46:56,scribe,raw,door,4,0.5916,0.5617,0.0298,batch_eval_20260429_114656_scribe_raw.json
20260429_114656,2026-04-29T11:46:56,scribe,raw,emergency,1,0.6027,0.589,0.0137,batch_eval_20260429_114656_scribe_raw.json
20260429_114656,2026-04-29T11:46:56,scribe,raw,track,6,0.6521,0.6387,0.0134,batch_eval_20260429_114656_scribe_raw.json
20260429_114656,2026-04-29T11:46:56,scribe,raw,train,1,0.95,0.95,0.0,batch_eval_20260429_114656_scribe_raw.json
20260429_114656,2026-04-29T11:46:56,sensevoice,car_norm+dict,control,22,0.6328,0.6292,0.0036,batch_eval_20260429_114656_sensevoice_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,sensevoice,car_norm+dict,daily,28,0.6742,0.6667,0.0075,batch_eval_20260429_114656_sensevoice_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,sensevoice,car_norm+dict,door,4,0.6039,0.5954,0.0085,batch_eval_20260429_114656_sensevoice_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,sensevoice,car_norm+dict,emergency,1,0.589,0.589,0.0,batch_eval_20260429_114656_sensevoice_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,sensevoice,car_norm+dict,track,6,0.6097,0.5939,0.0159,batch_eval_20260429_114656_sensevoice_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,sensevoice,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260429_114656_sensevoice_car_norm+dict.json
20260429_114656,2026-04-29T11:46:56,sensevoice,raw,control,22,0.6328,0.6298,0.003,batch_eval_20260429_114656_sensevoice_raw.json
20260429_114656,2026-04-29T11:46:56,sensevoice,raw,daily,28,0.6742,0.6676,0.0066,batch_eval_20260429_114656_sensevoice_raw.json
20260429_114656,2026-04-29T11:46:56,sensevoice,raw,door,4,0.6039,0.5954,0.0085,batch_eval_20260429_114656_sensevoice_raw.json
20260429_114656,2026-04-29T11:46:56,sensevoice,raw,emergency,1,0.589,0.589,0.0,batch_eval_20260429_114656_sensevoice_raw.json
20260429_114656,2026-04-29T11:46:56,sensevoice,raw,track,6,0.6097,0.5939,0.0159,batch_eval_20260429_114656_sensevoice_raw.json
20260429_114656,2026-04-29T11:46:56,sensevoice,raw,train,1,0.95,0.95,0.0,batch_eval_20260429_114656_sensevoice_raw.json
20260430_094054,2026-04-30T09:40:54,sensevoice,car_norm+dict,control,22,0.6388,0.6336,0.0052,batch_eval_20260430_094054_sensevoice_car_norm+dict.json
20260430_094054,2026-04-30T09:40:54,sensevoice,car_norm+dict,daily,29,0.6802,0.6701,0.0101,batch_eval_20260430_094054_sensevoice_car_norm+dict.json
20260430_094054,2026-04-30T09:40:54,sensevoice,car_norm+dict,door,4,0.6078,0.5992,0.0085,batch_eval_20260430_094054_sensevoice_car_norm+dict.json
20260430_094054,2026-04-30T09:40:54,sensevoice,car_norm+dict,emergency,1,0.5959,0.5959,0.0,batch_eval_20260430_094054_sensevoice_car_norm+dict.json
20260430_094054,2026-04-30T09:40:54,sensevoice,car_norm+dict,track,6,0.6086,0.5909,0.0177,batch_eval_20260430_094054_sensevoice_car_norm+dict.json
20260430_094054,2026-04-30T09:40:54,sensevoice,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260430_094054_sensevoice_car_norm+dict.json
20260430_094054,2026-04-30T09:40:54,sensevoice,raw,control,22,0.6388,0.6342,0.0047,batch_eval_20260430_094054_sensevoice_raw.json
20260430_094054,2026-04-30T09:40:54,sensevoice,raw,daily,29,0.6802,0.6709,0.0092,batch_eval_20260430_094054_sensevoice_raw.json
20260430_094054,2026-04-30T09:40:54,sensevoice,raw,door,4,0.6078,0.5992,0.0085,batch_eval_20260430_094054_sensevoice_raw.json
20260430_094054,2026-04-30T09:40:54,sensevoice,raw,emergency,1,0.5959,0.5959,0.0,batch_eval_20260430_094054_sensevoice_raw.json
20260430_094054,2026-04-30T09:40:54,sensevoice,raw,track,6,0.6086,0.5909,0.0177,batch_eval_20260430_094054_sensevoice_raw.json
20260430_094054,2026-04-30T09:40:54,sensevoice,raw,train,1,1.0,1.0,0.0,batch_eval_20260430_094054_sensevoice_raw.json
20260430_114809,2026-04-30T11:48:09,ensemble_v1,raw,control,19,0.4431,0.4361,0.007,batch_eval_20260430_114809_ensemble_v1_raw.json
20260430_114809,2026-04-30T11:48:09,ensemble_v1,raw,daily,26,0.5753,0.5718,0.0036,batch_eval_20260430_114809_ensemble_v1_raw.json
20260430_114809,2026-04-30T11:48:09,ensemble_v1,raw,door,4,0.4346,0.4346,0.0,batch_eval_20260430_114809_ensemble_v1_raw.json
20260430_114809,2026-04-30T11:48:09,ensemble_v1,raw,emergency,1,0.3836,0.3836,0.0,batch_eval_20260430_114809_ensemble_v1_raw.json
20260430_114809,2026-04-30T11:48:09,ensemble_v1,raw,track,4,0.369,0.3571,0.0119,batch_eval_20260430_114809_ensemble_v1_raw.json
20260430_114809,2026-04-30T11:48:09,ensemble_v1,raw,train,1,0.95,0.95,0.0,batch_eval_20260430_114809_ensemble_v1_raw.json
20260430_143158,2026-04-30T14:31:58,gemini25pro,car_norm+dict+llm,control,19,0.3808,0.3502,0.0306,batch_eval_20260430_143158_gemini25pro_car_norm+dict+llm.json
20260430_143158,2026-04-30T14:31:58,gemini25pro,car_norm+dict+llm,daily,26,0.5964,0.6008,-0.0045,batch_eval_20260430_143158_gemini25pro_car_norm+dict+llm.json
20260430_143158,2026-04-30T14:31:58,gemini25pro,car_norm+dict+llm,door,4,0.3528,0.3518,0.001,batch_eval_20260430_143158_gemini25pro_car_norm+dict+llm.json
20260430_143158,2026-04-30T14:31:58,gemini25pro,car_norm+dict+llm,emergency,1,0.3836,0.3836,0.0,batch_eval_20260430_143158_gemini25pro_car_norm+dict+llm.json
20260430_143158,2026-04-30T14:31:58,gemini25pro,car_norm+dict+llm,track,4,0.4131,0.4015,0.0116,batch_eval_20260430_143158_gemini25pro_car_norm+dict+llm.json
20260430_143158,2026-04-30T14:31:58,gemini25pro,car_norm+dict+llm,train,1,0.95,0.95,0.0,batch_eval_20260430_143158_gemini25pro_car_norm+dict+llm.json
20260430_143447,2026-04-30T14:34:47,chirp3,car_norm+dict+llm,control,22,0.7871,0.7754,0.0118,batch_eval_20260430_143447_chirp3_car_norm+dict+llm.json
20260430_143447,2026-04-30T14:34:47,chirp3,car_norm+dict+llm,daily,29,0.823,0.811,0.0119,batch_eval_20260430_143447_chirp3_car_norm+dict+llm.json
20260430_143447,2026-04-30T14:34:47,chirp3,car_norm+dict+llm,door,4,1.5,1.5,0.0,batch_eval_20260430_143447_chirp3_car_norm+dict+llm.json
20260430_143447,2026-04-30T14:34:47,chirp3,car_norm+dict+llm,emergency,1,0.4247,0.4247,0.0,batch_eval_20260430_143447_chirp3_car_norm+dict+llm.json
20260430_143447,2026-04-30T14:34:47,chirp3,car_norm+dict+llm,track,6,0.6021,0.5944,0.0077,batch_eval_20260430_143447_chirp3_car_norm+dict+llm.json
20260430_143447,2026-04-30T14:34:47,chirp3,car_norm+dict+llm,train,1,0.95,0.9,0.05,batch_eval_20260430_143447_chirp3_car_norm+dict+llm.json
20260430_144336,2026-04-30T14:43:36,sensevoice,car_norm+dict+llm,control,22,0.6402,0.6121,0.0281,batch_eval_20260430_144336_sensevoice_car_norm+dict+llm.json
20260430_144336,2026-04-30T14:43:36,sensevoice,car_norm+dict+llm,daily,29,0.6808,0.6603,0.0205,batch_eval_20260430_144336_sensevoice_car_norm+dict+llm.json
20260430_144336,2026-04-30T14:43:36,sensevoice,car_norm+dict+llm,door,4,0.6091,0.574,0.0351,batch_eval_20260430_144336_sensevoice_car_norm+dict+llm.json
20260430_144336,2026-04-30T14:43:36,sensevoice,car_norm+dict+llm,emergency,1,0.5959,0.5822,0.0137,batch_eval_20260430_144336_sensevoice_car_norm+dict+llm.json
20260430_144336,2026-04-30T14:43:36,sensevoice,car_norm+dict+llm,track,6,0.6028,0.5767,0.0261,batch_eval_20260430_144336_sensevoice_car_norm+dict+llm.json
20260430_144336,2026-04-30T14:43:36,sensevoice,car_norm+dict+llm,train,1,1.0,1.0,0.0,batch_eval_20260430_144336_sensevoice_car_norm+dict+llm.json
20260430_144833,2026-04-30T14:48:33,scribe,car_norm+dict+llm,control,22,0.5823,0.5471,0.0351,batch_eval_20260430_144833_scribe_car_norm+dict+llm.json
20260430_144833,2026-04-30T14:48:33,scribe,car_norm+dict+llm,daily,29,0.7321,0.6961,0.036,batch_eval_20260430_144833_scribe_car_norm+dict+llm.json
20260430_144833,2026-04-30T14:48:33,scribe,car_norm+dict+llm,door,4,0.5763,0.4967,0.0796,batch_eval_20260430_144833_scribe_car_norm+dict+llm.json
20260430_144833,2026-04-30T14:48:33,scribe,car_norm+dict+llm,emergency,1,0.5,0.4795,0.0205,batch_eval_20260430_144833_scribe_car_norm+dict+llm.json
20260430_144833,2026-04-30T14:48:33,scribe,car_norm+dict+llm,track,6,0.6379,0.6062,0.0318,batch_eval_20260430_144833_scribe_car_norm+dict+llm.json
20260430_144833,2026-04-30T14:48:33,scribe,car_norm+dict+llm,train,1,1.0,1.0,0.0,batch_eval_20260430_144833_scribe_car_norm+dict+llm.json
20260501_214541,2026-05-01T21:45:41,sensevoice_ft_r32,car_norm,control,3,0.3435,0.3404,0.0031,batch_eval_20260501_214541_sensevoice_ft_r32_car_norm.json
20260501_214541,2026-05-01T21:45:41,sensevoice_ft_r32,car_norm,daily,4,0.2565,0.2108,0.0457,batch_eval_20260501_214541_sensevoice_ft_r32_car_norm.json
20260501_214541,2026-05-01T21:45:41,sensevoice_ft_r32,car_norm,emergency,1,0.274,0.2671,0.0068,batch_eval_20260501_214541_sensevoice_ft_r32_car_norm.json
20260501_214541,2026-05-01T21:45:41,sensevoice_ft_r32,car_norm,track,1,0.2472,0.236,0.0112,batch_eval_20260501_214541_sensevoice_ft_r32_car_norm.json
20260501_214541,2026-05-01T21:45:41,sensevoice_ft_r32,car_norm,train,1,0.5,0.5,0.0,batch_eval_20260501_214541_sensevoice_ft_r32_car_norm.json
20260501_215235,2026-05-01T21:52:35,sensevoice_ft_r32,car_norm+dict+llm,control,3,0.3435,0.3399,0.0036,batch_eval_20260501_215235_sensevoice_ft_r32_car_norm+dict+llm.json
20260501_215235,2026-05-01T21:52:35,sensevoice_ft_r32,car_norm+dict+llm,daily,4,0.2565,0.2169,0.0396,batch_eval_20260501_215235_sensevoice_ft_r32_car_norm+dict+llm.json
20260501_215235,2026-05-01T21:52:35,sensevoice_ft_r32,car_norm+dict+llm,emergency,1,0.274,0.274,0.0,batch_eval_20260501_215235_sensevoice_ft_r32_car_norm+dict+llm.json
20260501_215235,2026-05-01T21:52:35,sensevoice_ft_r32,car_norm+dict+llm,track,1,0.2472,0.236,0.0112,batch_eval_20260501_215235_sensevoice_ft_r32_car_norm+dict+llm.json
20260501_215235,2026-05-01T21:52:35,sensevoice_ft_r32,car_norm+dict+llm,train,1,0.5,0.25,0.25,batch_eval_20260501_215235_sensevoice_ft_r32_car_norm+dict+llm.json
